id,ticket_text,category,priority
2429,Edit Rechte auf AD Gruppe: [SERVER]_Publishing Bitte[LOCATION]Rechte für die User-Pflege auf die folgende AD-Gruppe erteilen:  [SERVER]_Publishing,Active Directory,Medium
4462,File Share Access - [TICKET ID] - [USERNAME]. Dirk ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/MBCALC     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1897,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
2135,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
3292,ACESSO EMAIL URGENTE,Support general,High
7186,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: )  Access Type: (RW) Read / Write  File Share:  [URL]     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  MA Turetzek Hard- and Software Lieferung ins Erdgeschoss der Villa.   Unsere temporäre Kollegin Birgit Turetzek benötigt vom 01.02. bis 30.04.2019 ein Notebook Leihgerät.[LOCATION]User fürs P01 incl. Logistikberechtigungen. Microsoft Anwendungen wie Outlook. Excel. Word und Zugriff auf das Laufwerk [URL]  Vielen Dank,Fileservice,Medium
1427,SR290606 Leaving employee: The user [NAME] ([COMPANY]; [LOCATION]) is going to leave [COMPANY] on 02;01;2018,Active Directory,Medium
2637,Instalacao impressora EPSON L3150,Computer-Services,Medium
4764,Check the mailbox,Support general,Medium
1709,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1133,[TICKET ID] - New Support Ticket received  - problemas para imprimir pedidos,Computer-Services,Medium
1458,check_mk SD Hostalarm: ([SERVER]) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,Support general,High
2122,File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION]),Fileservice,Medium
1824,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
2273,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY])Service Request: File Share Access     Grant access to file share for the following user:  [NAME]. [NAME] ([COMPANY]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    j:/MAZ-Guests/2018_Bernal/       [NAME]       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
8799,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/MarkerDB       The user needs access to the Marker Database.   Thanks        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
2272,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
1395,[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable[LOCATION]on [SERVER],Support general,Medium
1648,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
9535,OKTABom dia      Gostaria de excluir o okta do meu antigo celular para poder configurar e logar pelo celular novo.      Obrigado,Software,Medium
2275,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
550,[TICKET ID] - A Support Ticket was forwarded to your role  - Create[LOCATION]entry [COMPANY]up.ads.dir,Support general,Medium
7955,ATA activity,Software,Medium
2579,Unable to send mail to user,Support general,Medium
11536,Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 44288  Function: Receptionist  Company: [COMPANY]  Department: [ADDRESS] [ADDRESS].  ZIP: [ADDRESS]  City: [ADDRESS] - MG  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 18 2018  3:00AM     Additional information:  I already requested user for her before. but her informations was missing on HCM. Now. she have register on HCM. So. please proceed with her new user with exchange account and [COMPANY] will delete her old user. Thanks.,Support general,Medium
1745,File Share Access - [TICKET ID] - [NAME] ([COMPANY]),Fileservice,Medium
5424,Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]   Phone: [PHONE]  Cost Center: 44281  Function: IT provider  Company: [COMPANY]  Department: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country:   Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  4 2019 12:00AM     Additional information:  Please. could you create the adm user admwallis in[LOCATION]OU with the same rights as admpearce.,Support general,Medium
229,Crear carpeta dentro de J: Administración R&D,Fileservice,Medium
216,File Share Access - [TICKET ID] -[LOCATION]ServiceService Request: File Share Access     Grant access to file share for the following user: [LOCATION]Service (Username: mtx_service)  Access Type: (RW) Read / Write  File Share:  //[SERVER]/[COMPANY]/COMPANY] Berichte/     Requestor: [NAME] (EXTERNAL. [LOCATION])  Comment:  last request was only ReadOnly. because of requierement changes. Write Access is now needed,Fileservice,Medium
634,[TICKET ID] - A Support Ticket was forwarded to your role  - IDS-Event: Unsual amount of[LOCATION]errors (null queries),Support general,Medium
1239,[TICKET ID] - Reminder of paused Support Ticket  - File Share Access - [TICKET ID] - [NAME] (AMA. [LOCATION]),Fileservice,Medium
1839,Create Shared Mailbox - [EMAIL] - Finanzbuchhaltung agromais,Support general,Medium
756,[TICKET ID] - A Support Ticket was forwarded to your role  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])  ,Support general,Medium
1818,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
797,[TICKET ID] - A Support Ticket was forwarded to your role  - RE: Decision for Order required: #[TICKET ID] - Install request,Software,Medium
2139,Install Nessus Agent on [LOCATION]-DB01,Software,Medium
676,[TICKET ID] - New information received on closed ticket  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
6511,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. ESBA)Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. ESBA) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      Hello    I need [NAME] to have the same acces than [NAME] had.    Specially this folder: //[SERVER].[COMPANY]up.ads.dir/RH        Thank you    Cheers    [NAME]               Normal   0         21         false   false   false      ES   X-NONE   X-NONE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Requestor: [NAME] ([COMPANY]. ESBA)  Comment:,Fileservice,Medium
2075,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
2124,Delete Shared Mailbox - [EMAIL] - [EMAIL]. [LOCATION]),Support general,Medium
13719,Change Erstellung - Freigabe für Emailverteiler Standort Deutschland,Support general,Medium
8621,Keine Zugriffsrechte mehr auf eigene SharePoint Datenbank,Support general,Medium
1807,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
1683,External vendors have e3 license again (previously removed on [DRIVER_ID]),O365,Medium
925,[TICKET ID] - New Support Ticket received  - Top Ronda 3 Software Config.,Software,Medium
1480,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1375,[TICKET ID] - New Support Ticket received  - activacion blackberry work,Support general,Medium
1982,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
3008,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
678,[TICKET ID] - New Support Ticket received  - Block email from [NAME] Enright,O365,Medium
2647,Basis User - [USERNAME] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44288  Company:    Department:  [LOCATION]  Street:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13717 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 15 2019  3:00AM     Additional information:,Support general,Medium
9474,instalacao do Power BI,O365,Medium
9887,File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/[COMPANY]   J:/ALS coordination   J:/Scan   Zugriff auf Drucker [SERVER]   Zugriff Intranet           Requestor: [NAME]e ([COMPANY]. [LOCATION])  Comment:  Büro[LOCATION]1.91 Arbeitsplatz an Schrankseite (zZt. [NAME]) für Herrn Lotze vorbereiten. Frau Wießner zieht dann an den Tisch quer um. Bitte Equipment aus vorhandenen 2 Bildschirmen von [NAME] auf Herrn Lotze umbuchen. Dockingstation bereits vorhanden. Bitte Info über PC-Nr. damit ich noch Zusatzsoftware bestellen kann.,Fileservice,Medium
1672,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
937,[TICKET ID] - New Support Ticket received  - Mobile connection,Support general,Medium
3559,INSTALAR ATUALIZAÇÃO SICALCBoa Tarde :)        Por favor. poderiam colocar a senha para a instalação do Sicalc?         Obrigada!          Att..,Software,Medium
1802,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1913,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1966,Create Shared Mailbox - [EMAIL] - [USERNAME],Support general,Medium
8010,Problema com Proxy ao conectar via VPN,Support general,Medium
10968,In UK wird Browserversion von E-Mails Salesforce intern geblockt,Support general,Medium
1130,[TICKET ID] - New Support Ticket received  - Criação de nova pasta,Fileservice,Medium
1857,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1618,Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
6749,Initiated by GIT: Missing connection to all securitytools on system [SERVER],Software,Medium
1825,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
9475,Unable to use Outlook on hotel wifi,Support general,Medium
732,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),Support general,Medium
2191,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1775,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
8423,DNS issue in [LOCATION]Hello        We have migrated [SERVER] (file server in Hungary/Gyor) to Windows Server 2016 and to a new hypervisor.        We kept the same settings / configurations / etc.        Problem is that initial installation the ip the server got via[LOCATION]was [IP_ADDRESS] but after reconfiguration we had to switch to Static IP [IP_ADDRESS]. Now the server is unreachable via ping (but you can ping and remote connect to it using its IP address).        Can you please check the[LOCATION]records so that the current Static IP address is [IP_ADDRESS] instead of the old[LOCATION]address ?        Thank you !,Support general,Medium
1037,[TICKET ID] - New Support Ticket received  - Alteração de email[LOCATION],O365,Medium
1509,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
1502,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
8347,Project online does not work,O365,Medium
1731,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
881,[TICKET ID] - A Support Ticket was forwarded to your role  - Bitlocker Unlock FAILED,Software,Medium
2113,File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION]),Fileservice,Medium
1708,cou;d not open files from corp disck G (UA directory),Fileservice,Medium
1019,[TICKET ID] - New Support Ticket received  -[LOCATION]Site - Cant access,Support general,Medium
10178,Intranet Profile Update Page,Active Directory,Medium
1746,File Share Access - [TICKET ID] - [NAME] (KWA. [LOCATION]),Fileservice,Medium
4392,NÃO CONSIGO ACESSO[LOCATION]COMP DE PAGAMENTOS,Fileservice,Medium
11156,Basis User - [USERNAME] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44262  Company:  [COMPANY] Sp. z o.o.  Department:  KW-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:    Office:  [LOCATION]. *not selected*     Important: Please set the EA10 to the following value: 9851 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan  2 2019 12:00AM     Additional information:,Support general,Medium
5275,Light User for external - [TICKET ID] - [NAME]. FabianService Request: Light User for external  Create Light user for [NAME]. Fabian     Firstname: Fabian  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost [PHONE]: 47046  Function: Procurement[LOCATION] Company: [COMPANY] Consulting GmbH  Department: GIT-EST  [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jan 24 2020 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 24 2019 12:00AM     Additional information:,Support general,Medium
4057,Incorrect[LOCATION]EntryPlease correct the[LOCATION]entry for [IP] in [LOCATION]. It should reflect the correct name of [SERVER]. It does not currently. Please fix this. I do not have access.,Support general,Medium
844,[TICKET ID] - A Support Ticket was forwarded to you  - Incorporating shared calendars into black Barry work does not work ,Support general,Medium
