ticket_text,category,priority
File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/[COMPANY]   J:/ALS coordination   J:/Scan   Zugriff auf Drucker [SERVER]   Zugriff Intranet           Requestor: [NAME]e ([COMPANY]. [LOCATION])  Comment:  Büro[LOCATION]1.91 Arbeitsplatz an Schrankseite (zZt. [NAME]) für Herrn Lotze vorbereiten. Frau Wießner zieht dann an den Tisch quer um. Bitte Equipment aus vorhandenen 2 Bildschirmen von [NAME] auf Herrn Lotze umbuchen. Dockingstation bereits vorhanden. Bitte Info über PC-Nr. damit ich noch Zusatzsoftware bestellen kann.,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Mobile connection,Support general,Medium
INSTALAR ATUALIZAÇÃO SICALCBoa Tarde :)        Por favor. poderiam colocar a senha para a instalação do Sicalc?         Obrigada!          Att..,Software,Medium
Create Shared Mailbox - [EMAIL] - [USERNAME],Support general,Medium
Problema com Proxy ao conectar via VPN,Support general,Medium
In UK wird Browserversion von E-Mails Salesforce intern geblockt,Support general,Medium
[TICKET ID] - New Support Ticket received  - Criação de nova pasta,Fileservice,Medium
Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
Unable to use Outlook on hotel wifi,Support general,Medium
DNS issue in [LOCATION]Hello        We have migrated [SERVER] (file server in Hungary/Gyor) to Windows Server 2016 and to a new hypervisor.        We kept the same settings / configurations / etc.        Problem is that initial installation the ip the server got via[LOCATION]was [IP_ADDRESS] but after reconfiguration we had to switch to Static IP [IP_ADDRESS]. Now the server is unreachable via ping (but you can ping and remote connect to it using its IP address).        Can you please check the[LOCATION]records so that the current Static IP address is [IP_ADDRESS] instead of the old[LOCATION]address ?        Thank you !,Support general,Medium
[TICKET ID] - New Support Ticket received  - Alteração de email[LOCATION],O365,Medium
Project online does not work,O365,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - Bitlocker Unlock FAILED,Software,Medium
cou;d not open files from corp disck G (UA directory),Fileservice,Medium
[TICKET ID] - New Support Ticket received  -[LOCATION]Site - Cant access,Support general,Medium
Intranet Profile Update Page,Active Directory,Medium
File Share Access - [TICKET ID] - [NAME] (KWA. [LOCATION]),Fileservice,Medium
NÃO CONSIGO ACESSO[LOCATION]COMP DE PAGAMENTOS,Fileservice,Medium
Basis User - [USERNAME] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44262  Company:  [COMPANY] Sp. z o.o.  Department:  KW-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:    Office:  [LOCATION]. *not selected*     Important: Please set the EA10 to the following value: 9851 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan  2 2019 12:00AM     Additional information:,Support general,Medium
Light User for external - [TICKET ID] - [NAME]. FabianService Request: Light User for external  Create Light user for [NAME]. Fabian     Firstname: Fabian  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost [PHONE]: 47046  Function: Procurement[LOCATION] Company: [COMPANY] Consulting GmbH  Department: GIT-EST  [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jan 24 2020 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 24 2019 12:00AM     Additional information:,Support general,Medium
Incorrect[LOCATION]EntryPlease correct the[LOCATION]entry for [IP] in [LOCATION]. It should reflect the correct name of [SERVER]. It does not currently. Please fix this. I do not have access.,Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to you  - Incorporating shared calendars into black Barry work does not work ,Support general,Medium
[TICKET ID] - New Support Ticket received  - Basis User for external - [TICKET ID] - [NAME],Support general,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/HR     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Important: Access beginnig of January 07th 2019. [LOCATION]earlier.,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Configuração de Certificado,Software,Medium
Create Shared Mailbox - [EMAIL] - Verbindliche Bestellungen,Support general,Medium
[TICKET ID] - New Support Ticket received  -[LOCATION]USER - [USERNAME] [NAME] SILVA,Active Directory,Medium
Failure to connect to J: drive. U: drive. and X: drive,Fileservice,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - Anpassung das jeder Mitglied die Details der Kalendereinträge sehen kann,O365,Medium
remove [NAME] from  [EMAIL],Support general,Medium
[TICKET ID] - This Support Ticket was reopened  - UPN/email ID change,Active Directory,Medium
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  174417  Company:  [COMPANY] Berlin GmbH  Department:  GFP-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  Germany  Office:       Important: Please set the EA10 to the following value: 13604 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 15 2019 12:00AM     Additional information:   Liebes [COMPANY]-Team.   Laptop. Bildschirm. Tastatur .Telefon. Headset bitte aus Gerätepool Berlin. falls vorhanden  Tastatur und Laptop bitte deutsche Tastatur  danke,Support general,Medium
No access GTC_SLAR,Fileservice,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - MessageLabs not set for external emails,O365,Medium
[TICKET ID] - New Support Ticket received  - Skype for business - cannot sign in,O365,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      J:/LOEHNE1J:/ZET-PW    J:/Containe    J:/PW-INSBB         Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Blackberry Container and Skype,Support general,Medium
Team-Mailadresse/Kalender in Outlook einbinden[NAME] liebe [NAME].             wir haben für  unsere Teams-Site eine Team-Mailadresse/-Kalender erstellt ([EMAIL]).  Das funktioniert auch in Teams. der Kalender ist dort eingebunden. Nun würden  wir den Kalender/die Inbox auch gern in Outlook einfügen. Im Gegensatz zu dem  Sharepoint-Sammelkalender habe ich es nicht hinbekommen den in Sharepoint zu  öffnen und via „Verbindung mit Outlook erstellen“ in Outlook einzubinden. Wenn  ich den Kalender im Browser öffne werde ich immer zu outlook.office.com  weitergeleitet wo ich den Kalender zwar sehe aber die Funktion zum Einbinden  steht nicht zur Verfügung.             Meine einzige  Idee nach viel Rumklicken ist die Mailadresse manuell in Outlook. wie ein  reguläres Postfach hinzuzufügen. Dafür fehlt mir aber das Passwort. Habt ihr dazu eine Idee?             Vielen Dank und  Viele Grüße             [NAME],O365,Medium
Missing connection to Updates on system [SERVER],Software,Medium
[TICKET ID] - New Support Ticket received  - Acesso,Active Directory,Medium
[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -,Support general,Medium
North America Portal availibility,Support general,Medium
[COMPANY] Servicedesk Agents Zugriff auf[LOCATION]OU ermöglichen,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - LENTIDÃO ABERTURA DE PROGRAMAS E PASTAS -[LOCATION]APARECIDO,Support general,Medium
Create Shared Mailbox - [EMAIL] - my[COMPANY],Support general,Medium
Permission for Skype,O365,Medium
[TICKET ID] - New Support Ticket received  - Blackberry Work,Support general,Medium
Atualização pacote office,O365,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/Pflanzenphysiologie     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Basis User - [TICKET ID] -Service Request: Basis User    Create Windows account for internal user     Firstname: [NAME]  Lastname: [NAME]  Cost Center: 44268  Company:   Department: [COMPANY]_MA  [ADDRESS]:   ZIP:   City:   Country:   Office:     Important: Please set the EA10 to the following value: 13721 (leave blank. when empty)    Please create Exchange and Skype account.    The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])    Requestor: [NAME] ([COMPANY]. [LOCATION])    Desired date: Jan 21 2019 12:00AM    Additional information:,Support general,Medium
Remove File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: Remove File Share Access     Remove file share access for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  File Share:  J:/SB-BD     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Der Anwender Kleinsorge. [NAME] hat keinen Zugriff auf das Intranet.,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - New User - Caio Yuzzo [NAME],Active Directory,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - LH - [SERVER] OS Updates,Support general,Medium
Light User for external - [TICKET ID] - [NAME] PaulaService Request: Light User for external  Create Light user for [USERNAME] [NAME] Paula     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 44288  Function: HR ASSISTANT  Company: SETRATA  Department: [COMPANY]_HR-[ADDRESS] [ADDRESS].  ZIP:[LOCATION][ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY].[LOCATION][LOCATION])     Desired date: Jan 10 2019  3:00AM     Additional information:,Support general,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: Due)  Access Type: (RW) Read / Write  File Share:  j:/stundenbuecher     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - configuacion nuevo telefono,Support general,Medium
[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]. [LOCATION]),Fileservice,Medium
[TICKET ID] - New Support Ticket received  - impressora,Computer-Services,Medium
[TICKET ID] - New Support Ticket received  - instalacion de onedrive,O365,Medium
Initiated by [COMPANY][LOCATION]- Vulnerable .Net 4.5 Version on SS-E03F49869B22,Software,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - Erreur sur ladresse mail nouvel arrivant,O365,Medium
[TICKET ID] - New Support Ticket received  - Mobilepass softoken ,Support general,Medium
File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    bitte auf folgenden Verzeichnissen Zugriff einrichten   [SERVER]   [SERVER]   [SERVER]   [SERVER]   [SERVER]   Sorten       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Create MS team Account for external consultant,O365,Medium
[TICKET ID] - New Support Ticket received  - Não consigo abrir um site,Support general,Medium
Remove and add a name from/to the e-mail group [COMPANY] Everybody,Support general,Medium
[TICKET ID] - New Support Ticket received  - Growout Room phone needs adjustments,Support general,Medium
Create Shared Mailbox - [EMAIL] -[LOCATION]Ticket Status,Support general,Medium
Unable to open Excel files from email,O365,Medium
File Share Access - [TICKET ID] - [NAME]. [NAME] (EXTERNAL. [LOCATION]),Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Instalar programa BarTender,Software,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/MAZ-MTC     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Account information needed,Active Directory,Medium
Create new DG in[LOCATION]OUPlease create a new Distribution Group that I can add and remove users in AD. It should be called [SERVER] and the email address should be the same.,Active Directory,Medium
RDP priviliges needed,Active Directory,Medium
J:ZR-Muster: Ordner / Dateien wieder herststellen,Fileservice,Medium
Agenda Master - OutlookCriar Agenda Master no Outlook para que possamos inserir eventos. viagens. dentre outros. acesso para Gerentes. Gestores. Coordenadores. inserir mais de um compromisso na mesma data e horário.,O365,Medium
Need software for temperature logging device downloadedWe have a temperature logging device and the only person who has the software on his computer is [NAME]. who took his laptop with him on a business trip.  We had a malfunction in one of our coolers over the weekend and in order for the Breeders to make an informed decision we need to know what temperature these plants were exposed to for how long (kind of urgent).   I have the disc for downloading. I just need an admin to log in and approve.  [Image],Software,High
