ticket_text,category,priority,cleaned_text
File Share Access - [TICKET ID] - [USERNAME]. Dirk ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/MBCALC     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket username dirk company location service request file share access grant access file share following user username company location username username access type read write file share mbcalc requestor company location comment
ACESSO EMAIL URGENTE,General Query,High,acesso email urgente
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: )  Access Type: (RW) Read / Write  File Share:  [URL]     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  MA Turetzek Hard- and Software Lieferung ins Erdgeschoss der Villa.   Unsere temporäre Kollegin Birgit Turetzek benötigt vom 01.02. bis 30.04.2019 ein Notebook Leihgerät.[LOCATION]User fürs P01 incl. Logistikberechtigungen. Microsoft Anwendungen wie Outlook. Excel. Word und Zugriff auf das Laufwerk [URL]  Vielen Dank,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username access type read write file share url requestor company location comment turetzek hard software lieferung ins erdgeschoss der villa unsere tempor kollegin birgit turetzek ben tigt vom bis ein notebook leihger location user incl logistikberechtigungen microsoft anwendungen wie outlook excel word und zugriff auf das laufwerk url vielen dank
SR290606 Leaving employee: The user [NAME] ([COMPANY]; [LOCATION]) is going to leave [COMPANY] on 02;01;2018,Account,Medium,leaving employee user company location going leave company
Instalacao impressora EPSON L3150,Technical Issue,Medium,instalacao impressora epson
Check the mailbox,General Query,Medium,check mailbox
[TICKET ID] - New Support Ticket received  - problemas para imprimir pedidos,Technical Issue,Medium,ticket new support ticket received problemas para imprimir pedidos
check_mk SD Hostalarm: ([SERVER]) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,General Query,High,check hostalarm server company site site location
File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY])Service Request: File Share Access     Grant access to file share for the following user:  [NAME]. [NAME] ([COMPANY]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    j:/MAZ-Guests/2018_Bernal/       [NAME]       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company service request file share access grant access file share following user company username username access type read write file share maz guests bernal requestor company location comment
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/MarkerDB       The user needs access to the Marker Database.   Thanks        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username username access type read write file share markerdb user needs access marker database thanks requestor company location comment
[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable[LOCATION]on [SERVER],General Query,Medium,ticket support ticket forwarded role initiated company location vulnerable location server
OKTABom dia      Gostaria de excluir o okta do meu antigo celular para poder configurar e logar pelo celular novo.      Obrigado,Technical Issue,Medium,oktabom dia gostaria excluir okta meu antigo celular para poder configurar logar pelo celular novo obrigado
[TICKET ID] - A Support Ticket was forwarded to your role  - Create[LOCATION]entry [COMPANY]up.ads.dir,General Query,Medium,ticket support ticket forwarded role create location entry company ads dir
ATA activity,Technical Issue,Medium,ata activity
Unable to send mail to user,General Query,Medium,unable send mail user
Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 44288  Function: Receptionist  Company: [COMPANY]  Department: [ADDRESS] [ADDRESS].  ZIP: [ADDRESS]  City: [ADDRESS] - MG  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 18 2018  3:00AM     Additional information:  I already requested user for her before. but her informations was missing on HCM. Now. she have register on HCM. So. please proceed with her new user with exchange account and [COMPANY] will delete her old user. Thanks.,General Query,Medium,basis user external ticket service request basis user external create windows account external user firstname lastname ailaddress email phone phone cost center function receptionist company company department address address zip address city address country address location location office expiration date defined important indicate external user requestor company location desired date dec additional information requested user informations missing hcm register hcm proceed new user exchange account company delete old user thanks
Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]   Phone: [PHONE]  Cost Center: 44281  Function: IT provider  Company: [COMPANY]  Department: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country:   Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  4 2019 12:00AM     Additional information:  Please. could you create the adm user admwallis in[LOCATION]OU with the same rights as admpearce.,General Query,Medium,basis user external ticket service request basis user external create windows account external user firstname lastname ailaddress email phone phone cost center function provider company company department address zip address city address country location location office expiration date defined important indicate external user requestor company location desired date jan additional information create adm user admwallis location rights admpearce
Crear carpeta dentro de J: Administración R&D,Technical Issue,Medium,crear carpeta dentro administraci
File Share Access - [TICKET ID] -[LOCATION]ServiceService Request: File Share Access     Grant access to file share for the following user: [LOCATION]Service (Username: mtx_service)  Access Type: (RW) Read / Write  File Share:  //[SERVER]/[COMPANY]/COMPANY] Berichte/     Requestor: [NAME] (EXTERNAL. [LOCATION])  Comment:  last request was only ReadOnly. because of requierement changes. Write Access is now needed,Technical Issue,Medium,file share access ticket location serviceservice request file share access grant access file share following user location service username mtx service access type read write file share server company company berichte requestor external location comment request readonly requierement changes write access needed
[TICKET ID] - A Support Ticket was forwarded to your role  - IDS-Event: Unsual amount of[LOCATION]errors (null queries),General Query,Medium,ticket support ticket forwarded role ids event unsual location errors null queries
[TICKET ID] - Reminder of paused Support Ticket  - File Share Access - [TICKET ID] - [NAME] (AMA. [LOCATION]),Technical Issue,Medium,ticket reminder paused support ticket file share access ticket ama location
Create Shared Mailbox - [EMAIL] - Finanzbuchhaltung agromais,General Query,Medium,create shared mailbox email finanzbuchhaltung agromais
[TICKET ID] - A Support Ticket was forwarded to your role  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])  ,General Query,Medium,ticket support ticket forwarded role basis user username company location
[TICKET ID] - A Support Ticket was forwarded to your role  - RE: Decision for Order required: #[TICKET ID] - Install request,Technical Issue,Medium,ticket support ticket forwarded role decision order required ticket install request
Install Nessus Agent on [LOCATION]-DB01,Technical Issue,Medium,install nessus agent location
[TICKET ID] - New information received on closed ticket  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Technical Issue,Medium,ticket new information received closed ticket file share access ticket company location
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. ESBA)Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. ESBA) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      Hello    I need [NAME] to have the same acces than [NAME] had.    Specially this folder: //[SERVER].[COMPANY]up.ads.dir/RH        Thank you    Cheers    [NAME]               Normal   0         21         false   false   false      ES   X-NONE   X-NONE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Requestor: [NAME] ([COMPANY]. ESBA)  Comment:,Technical Issue,Medium,file share access ticket company esba service request file share access grant access file share following user company esba username username access type read write file share hello need acces specially folder server company ads dir thank cheers normal false false false requestor company esba comment
